pair,exp,cat,dimension,terminal_status,final_answer,ans_conf,ret_conf,retry_count,ever_committed,adj_abstained,gt_resp,gt_committed,reason,explan_snip,notes_snip
I27:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,impact_dimension,abstained_adjudicator,inconclusive,0.45,0.35,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search results returned general economic studies from cbs (statistics netherlands) about productivity, digitalization, and climate change, but none of them specifically address the economic impact", low answer_confidence (0.45) for non-inconclusive answer 'yes'  low answer_confidence (0.45) for non-inconclusive answer 'yes'
I22:NL,expC_neg_evidence_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.75,0.7,3,True,False,no,True,best researcher answer_confidence 0.45 < 0.65,"the search results contain information about environmental monitoring tools and statistical data in the netherlands (e.g., cbs material flow monitor, sdg monitoring), but none of them constitute resea", low answer_confidence (0.4) for non-inconclusive answer 'no' 
I8-b:NL,expC_neg_evidence_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.45 < 0.65,the search snippets returned no evidence about user satisfaction surveys or any surveys specifically measuring open data reuse conducted by the netherlands' national open data portal or government; al, low answer_confidence (0.45) for non-inconclusive answer 'no' 
I3:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets do not contain specific evidence of activities, incentives, or obligations encouraging dutch public bodies to monitor the reuse of their own published data; the results mostly desc", low answer_confidence (0.35) for non-inconclusive answer 'no'  low answer_confidence (0.35) for non-inconclusive answer 'yes'
I8-d:NL,expC_neg_evidence_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the netherlands maintains a dedicated impact assessment page on its national data portal that evaluates open data impact across multiple dimensions (strategic awareness, political, social, environment",  low answer_confidence (0.4) for non-inconclusive answer 'no' 
P10-b:NL,expC_neg_evidence_licence,G_below_confidence_floor,policy_dimension,abstained_adjudicator,inconclusive,0.55,0.65,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,the search results do not provide evidence that dutch data inventories include data collected by public bodies that cannot be published as open data (e.g. in relation to the eu data governance act); t, low answer_confidence (0.45) for non-inconclusive answer 'no'  
P5:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,policy_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",the search results only returned cbs multi-annual programme documents which do not specifically address national open data strategy measures to incentivise publication of and access to real-time or dy,   low answer_confidence (0.3) for non-inconclusive answer 'no'
P9:NL,expC_neg_evidence_licence,D_evidence_ungrounded,policy_dimension,abstained_adjudicator,inconclusive,0.15,0.1,3,True,True,no,True,researcher committed but substring gate failed,the search snippets do not contain sufficient evidence about a specific dutch national strategy or policy that outlines measures to support the reuse of open data by the private sector; the snippets r, low answer_confidence (0.45) for non-inconclusive answer 'yes'  
PT24:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets do not contain any evidence about whether the netherlands' national open data portal (data.overheid.nl) runs analytics on api usage; the results discuss open data definitions, cbs ", low answer_confidence (0.4) for non-inconclusive answer 'no'  low answer_confidence (0.45) for non-inconclusive answer 'no'
PT21:NL,expC_neg_evidence_licence,G_below_confidence_floor,portal_dimension,agent_failure,inconclusive,0.3,0.5,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,"the data.overheid.nl portal references geospatial datasets from the nationaal georegister (pdok) that can be viewed in a kaartviewer (map viewer), indicating a geospatial data preview function is avai",   
PT25:NL,expC_neg_evidence_licence,B_fetch_error,portal_dimension,abstained_adjudicator,inconclusive,0.5,0.45,3,True,True,no,True,url_unreachable / fetch markers in notes,"the search results returned no evidence about user research activities, web analytics, surveys, or social media analysis conducted by the data.overheid.nl portal to understand user behavior and needs;", head/get returned status 0 head/get returned status 0 
PT27:NL,expC_neg_evidence_licence,B_fetch_error,portal_dimension,accepted_by_adjudicator,inconclusive,0.85,0.7,3,True,False,no,True,url_unreachable / fetch markers in notes,the search results do not contain any information about promotional activities undertaken by the netherlands open data portal (data.overheid.nl) to attract new users or audiences; the snippets relate ,head/get returned status 0 head/get returned status 0 head/get returned status 500; low answer_confidence (0.45) for non-inconclusive answer
PT4:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.55,0.55,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search results for data.overheid.nl do not contain any evidence of a sparql endpoint or sparql access point on the national portal; the snippets only show general dataset pages and concepts, with ",   
PT42:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search results show that the dutch government (rijksoverheid) and digitale overheid have social media presence, and there is a government mastodon server (social.overheid.nl), but none of the snip",   low answer_confidence (0.45) for non-inconclusive answer 'no'
Q20:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets confirm that data.overheid.nl uses the dcat standard for metadata exchange, but there is no evidence in the retrieved results that the netherlands specifically investigates the mos",   
PT6:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",multiple search queries targeting sparql documentation on data.overheid.nl in both english and dutch returned no evidence of sparql documentation or linked data sparql endpoint guidance on the nationa,   
Q23:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",the search results returned no relevant information about the netherlands using a model such as 5-star open data or fair to assess the quality of deployment of open data; the only result was about pro, low answer_confidence (0.4) for non-inconclusive answer 'yes' 
Q4:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,accepted_by_adjudicator,inconclusive,0.75,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",the search results do not contain specific evidence about a policy or measure by the netherlands national open data portal (data.overheid.nl) to ensure that published datasets cover the full period fr,  low answer_confidence (0.4) for non-inconclusive answer 'yes' 
I8:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,yes,True,"researcher committed, verifier failed on relevance",the search snippets returned do not contain any evidence of dutch public bodies launching or performing specific activities in the past year to understand which and how open datasets are reused; the r,   low answer_confidence (0.45) for non-inconclusive answer 'yes'
P17:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,policy_dimension,accepted_by_adjudicator,inconclusive,0.78,0.7,3,True,False,yes,True,"researcher committed, verifier failed on relevance","the search results do not contain any document describing the responsibilities and governance structure of the netherlands' national open data team; the snippets cover cbs statistics, eu regulations, ", low answer_confidence (0.4) for non-inconclusive answer 'no'  low answer_confidence (0.4) for non-inconclusive answer 'yes'
PT23:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.15,0.05,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the search snippets returned do not contain any evidence about traffic monitoring, analytics tools, or visitor statistics used on data.overheid.nl, so a confident answer cannot be determined from the ", low answer_confidence (0.45) for non-inconclusive answer 'yes'  
Q1:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.4,0.45,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the search snippets do not contain specific evidence of a pre-defined, systematic approach by the netherlands national open data portal (data.overheid.nl) to ensure that metadata across the portal is ",   low answer_confidence (0.4) for non-inconclusive answer 'yes'
Q14:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,abstained_adjudicator,inconclusive,0.25,0.3,3,True,True,yes,True,"researcher committed, verifier failed on relevance","the dutch national open data portal data.overheid.nl provides regular support activities for publishers, including user meetings (gebruikersbijeenkomsten) where they assist with data inventory and onb",   
Q5:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,accepted_by_adjudicator,inconclusive,0.82,0.7,3,True,False,yes,True,"researcher committed, verifier failed on relevance","the search results show that data.overheid.nl uses a dutch dcat application profile (dcat-ap-donl) based on dcat-ap-eu 1.1, but there is no specific evidence in the snippets confirming or denying whet", low answer_confidence (0.4) for non-inconclusive answer 'yes'  low answer_confidence (0.45) for non-inconclusive answer 'no'
Q6:NL,expC_neg_evidence_licence,E_verifier_relevance_reject,quality_dimension,agent_failure,no,0.4,0.45,3,True,False,yes,True,"researcher committed, verifier failed on relevance","the search snippets show that the netherlands has a high-value datasets page on data.overheid.nl and distinguishes eu high-value datasets, but none of the snippets provide specific evidence of interop", low answer_confidence (0.4) for non-inconclusive answer 'yes'  low answer_confidence (0.4) for non-inconclusive answer 'no'
I14:BA,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,abstained_adjudicator,inconclusive,0.45,0.7,3,True,True,i don't know,False,"researcher committed, verifier failed on relevance","the search snippets show transparency initiatives and ogp commitments in bosnia and herzegovina, but do not provide a specific open data reuse case with verifiable dataset urls demonstrating open data",   low answer_confidence (0.45) for non-inconclusive answer 'no'
I18:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.52 < 0.65,"none of the search snippets provide evidence of open data specifically being used in bosnia and herzegovina to reduce inequality or include minorities, migrants, or refugees; the snippets describe gen",   
I17:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain any evidence of research studies, impact assessments, or systematic investigations that quantify the impact of open data reuse on social challenges in bosnia and her",low answer_confidence (0.45) for non-inconclusive answer 'no'   
I19:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.55 < 0.65,the search snippets do not contain any evidence of open data being used in bosnia and herzegovina to address housing issues in urban areas; the only result is about eu urban policy and adaptive reuse , low answer_confidence (0.45) for non-inconclusive answer 'no'  
I2:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.52,0.55,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,the single search snippet found does not provide any evidence of processes in place to monitor the level of reuse of open data in bosnia and herzegovina; it only mentions open data format compliance i,   
I20:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain any evidence of a specific open data reuse case in bosnia and herzegovina related to health and wellbeing, and the bih open data portal snippet provides no relevant ",   
I21:BA,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,i don't know,False,"researcher committed, verifier failed on relevance",none of the search snippets provide evidence of a specific open data reuse case in bosnia and herzegovina that has had an impact on education or data literacy skills. the ogp commitment ba0004 for bos,  
I28:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.52 < 0.65,"the search snippets do not contain any evidence of open data in bosnia and herzegovina having a specific impact on employment levels, nor any relevant reuse case from that country. the search results ",   
I31:BA,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,i don't know,False,"researcher committed, verifier failed on relevance","the search results do not provide a specific, verifiable example of open data use in bosnia and herzegovina demonstrating actual economic productivity impact; only general goals and non-bih examples a", 
I30:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,i don't know,False,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not provide evidence of open data specifically being used to drive entrepreneurship, sme creation, or impact on women and minorities in bosnia and herzegovina; the results discu", low answer_confidence (0.45) for non-inconclusive answer 'no'  
I6:BA,expC_held_neg_licence,B_fetch_error,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,url_unreachable / fetch markers in notes,none of the search snippets provide evidence about bosnia and herzegovina having a methodology in place to measure the impact of open data at the national level. bosnia and herzegovina ranked 106th ou,head/get returned status 403   
I8-a:BA,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",the search snippets do not contain any information about automated feedback mechanisms tracking user access to datasets on the bosnia and herzegovina national open data portal. the search snippets des,   
I8-b:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.55,0.6,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain any information about surveys conducted to measure open data reuse in bosnia and herzegovina, making it impossible to determine a yes or no answer. no evidence was f",   
I9:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.52,0.55,3,True,True,i don't know,False,best researcher answer_confidence 0.52 < 0.65,the search snippets returned do not contain any evidence about public bodies in bosnia and herzegovina launching activities to understand open data reusers' needs in 2024; the only result is an iom mi,   
I8-d:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,the search snippets do not contain sufficient information to determine the answer to this 'other' question about measuring reuse of open data in bosnia and herzegovina. the iddeea open data portal is ,   
I9-b:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,no evidence was found in the search snippets that bosnia and herzegovina's open data authorities conduct social media sentiment analysis to measure open data reuse or impact. the search results do not,low answer_confidence (0.4) for non-inconclusive answer 'no'   
I9-c:BA,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,the search snippets do not provide sufficient information to determine the answer to this 'other' question about measuring reuse impact for bosnia and herzegovina's open data ecosystem. the search sni,   
P7:BA,expC_held_neg_licence,I_researcher_never_committed,policy_dimension,accepted_by_adjudicator,inconclusive,0.75,0.7,3,False,False,no,True,all attempts inconclusive/other,"the search snippets confirm bih has an open data portal and references eu open data compliance, but none contain evidence that a national strategy or policy explicitly fosters discoverability of bih d", 
PT12:BA,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain any evidence about rss, atom feeds, or email notification features on the bosnian national open data portal (odp.iddeea.gov.ba), and the only returned result describ", low answer_confidence (0.45) for non-inconclusive answer 'no'  
PT14:BA,expC_held_neg_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",none of the search snippets provide evidence that the bosnia and herzegovina national open data portal (odp.iddeea.gov.ba) offers a transparent dataset request submission and progress tracking feature,  
PT18:BA,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,the search snippets describe the bosnia and herzegovina open data portal in general terms but contain no information about a reuse showcase section or whether any such showcase links to underlying dat,   
PT24:BA,expC_held_neg_licence,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.5,0.6,3,True,True,no,True,"researcher committed, verifier failed on relevance",the search snippets describe the iddeea open data portal's general features and data offerings but contain no information about whether api usage analytics are tracked or how such insights are used to,   
PT41:BA,expC_held_neg_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.63,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","a 2024 balkan insight article notes that bosnia lacks a unified open data portal covering both entities, and no search results provide evidence of a sustainability strategy for the national portal at ",   
Q14:BA,expC_held_neg_licence,Z_other,quality_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,uncategorised,the search snippets do not contain any evidence about regular activities or mechanisms in bosnia and herzegovina specifically designed to assist publishers in supplying high-quality datasets beyond gu,   
Q20:BA,expC_held_neg_licence,C_denylist_mqa,quality_dimension,accepted_by_adjudicator,inconclusive,0.75,0.7,3,True,False,no,True,MQA / data.europa.eu metadata-quality contacted,none of the search snippets provide any evidence that bosnia and herzegovina investigates the most common causes for the lack of dcat-ap compliance on its national open data portal. no evidence was fo,  
Q19:BA,expC_held_neg_licence,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.62 < 0.65,"none of the search snippets contain any information about bosnia and herzegovina developing a national dcat-ap extension, making it impossible to determine a confident yes/no answer from the available",  
Q4:BA,expC_held_neg_licence,Z_other,quality_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,uncategorised,the search snippets describe the bih open data portal (odp.iddeea.gov.ba) in general terms but contain no specific information about measures to ensure complete time series or historical coverage of p,   
Q9:BA,expC_held_neg_licence,C_denylist_mqa,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,MQA / data.europa.eu metadata-quality contacted,none of the search snippets provide evidence that bosnia and herzegovina's national open data portal (odp.iddeea.gov.ba) or any bih authority has published guidelines or tools to assist data publisher,   
I11:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,none of the search snippets provide evidence that any public body in north macedonia has developed a systematic way of classifying gathered reuse cases by category; the sources only describe open data,   
I12:MK,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,abstained_adjudicator,inconclusive,0.6,0.65,3,True,True,yes,True,"researcher committed, verifier failed on relevance",the search snippets do not provide clear evidence of a research study or impact assessment specifically quantifying the impact of open data reuse on governmental challenges in north macedonia; the wor,   
I18:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.45 < 0.65,"the search snippets do not provide evidence of a specific open data reuse case in north macedonia that demonstrates social impact on reducing inequality or including minorities, migrants, or refugees.", low answer_confidence (0.45) for non-inconclusive answer 'no'  low answer_confidence (0.45) for non-inconclusive answer 'no'
I17:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets contain no evidence of research studies, impact assessments, or systematic investigations quantifying the social impact of open data reuse in north macedonia; the national portal p",   
I19:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets do not contain any evidence of open data being used specifically for housing issues in urban areas in north macedonia; available results cover air pollution, general open data effe",   low answer_confidence (0.45) for non-inconclusive answer 'no'
I20:MK,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets mention north macedonia's open data initiatives involving health inspectorates and health data collection, but none provide a specific, verifiable reuse case demonstrating open dat",   
I28:MK,expC_held_neg_licence,Z_other,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,uncategorised,the available search snippets mention general economic benefits of open data in north macedonia but do not provide a specific reuse case demonstrating impact on employment levels. the north macedonia ,   
I30:MK,expC_held_neg_licence,E_verifier_relevance_reject,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets do not provide any evidence linking open data use in north macedonia to entrepreneurship, sme creation, or business development for women or minorities; the results discuss general",   
I5:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.52,0.65,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets show general definitions of open data and academic research on its effects in north macedonia, but none confirm that the government has formally specified what 'impact of open data",   
I6:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,the search snippets do not provide sufficient evidence of a formal government-adopted methodology for measuring the impact of open data in north macedonia; only an academic research paper using odra i,   
I8-a:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,"the search snippets describe the portal's api for data retrieval and general transparency features, but none mention automated feedback mechanisms specifically tracking users' access to datasets. the ",   
I8-b:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,the search snippets describe north macedonia's open data portal and general open data activities but contain no evidence about whether surveys are conducted to measure open data reuse. the search snip,   
I8-d:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,abstained_adjudicator,inconclusive,0.55,0.7,3,True,True,no,True,best researcher answer_confidence 0.55 < 0.65,"the question text is 'other' without further specification, and the search snippets describe north macedonia's open data portal existence but provide no evidence about whether reuse is measured or tra",   
I9-a:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,"the search snippets describe trainings, workshops, and hackathons organized by the ministry of digital transformation to promote open data, but there is no evidence of regular feedback sessions specif",   
I9-c:MK,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.65,0.7,3,True,False,no,True,best researcher answer_confidence 0.6 < 0.65,"the search snippets only describe the existence and general purpose of north macedonia's open data portal (data.gov.mk) but contain no information about mechanisms for measuring open data reuse, let a",   
P22:MK,expC_held_neg_licence,G_below_confidence_floor,policy_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,the search snippets describe north macedonia's open data portal and ogp commitments at a general level but do not provide specific evidence that individual public bodies have their own data publicatio,   
P5:MK,expC_held_neg_licence,G_below_confidence_floor,policy_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets reference north macedonia's open data portal features (api access, update frequency) and the 2018-2020 open data strategy, but none explicitly confirm that the national strategy/po",   low answer_confidence (0.45) for non-inconclusive answer 'no'
PT10:MK,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.6 < 0.65,none of the search snippets provide evidence about whether data.gov.mk offers a dataset rating mechanism for users. the search snippets describe data.gov.mk as a standard open data portal providing ac,   
PT12:MK,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.7,0.7,3,True,False,yes,True,best researcher answer_confidence 0.52 < 0.65,"the available search snippets describe the features of data.gov.mk (api access, machine-readable formats, data catalogs) but do not mention or confirm the presence or absence of rss feeds, atom feeds,",  
PT13:MK,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.55 < 0.65,"the search snippets describe the portal's key features (database, machine-readable formats, api access, data catalogs) but none mention a 'request data' button or similar functionality, making it impo",  
PT18:MK,expC_held_neg_licence,G_below_confidence_floor,portal_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,yes,True,best researcher answer_confidence 0.45 < 0.65,the available search snippets describe the north macedonia open data portal in general terms but provide no evidence about whether showcase/reuse cases on the portal are linked to their underlying dat, low answer_confidence (0.45) for non-inconclusive answer 'no' 
PT24:MK,expC_held_neg_licence,E_verifier_relevance_reject,portal_dimension,abstained_adjudicator,inconclusive,0.45,0.55,3,True,True,no,True,"researcher committed, verifier failed on relevance","the search snippets confirm that north macedonia's open data portal has api access, but none of the snippets provide specific evidence about whether analytics are run on api usage or how such insights",   low answer_confidence (0.45) for non-inconclusive answer 'no'
PT26:MK,expC_held_neg_licence,E_verifier_relevance_reject,portal_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance",the search snippets provide general information about the north macedonia open data portal (data.gov.mk) but contain no evidence about whether user insights or analytics are used to improve the portal,   low answer_confidence (0.45) for non-inconclusive answer 'no'
Q1:MK,expC_held_neg_licence,E_verifier_relevance_reject,quality_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,"researcher committed, verifier failed on relevance","the search snippets confirm north macedonia has adopted dcat-ap-based metadata standards, but none describe a specific pre-defined approach or policy to ensure metadata is kept up-to-date (currency), ",   
Q19:MK,expC_held_neg_licence,D_evidence_ungrounded,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,researcher committed but substring gate failed,"north macedonia has developed a national metadata standard based on the dcat-ap platform, as confirmed by official government sources and ogp commitment documentation. the search snippets contain no e",   
Q4:MK,expC_held_neg_licence,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,"the available search snippets describe north macedonia's open data portal features and general transparency goals, but none specifically address policies or measures to ensure complete time series cov",   
Q9:MK,expC_held_neg_licence,G_below_confidence_floor,quality_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.5 < 0.65,"the snippets confirm north macedonia has developed dcat-ap-based metadata standards, but do not provide clear evidence of published guidelines or tools specifically designed to assist data publishers ",   low answer_confidence (0.45) for non-inconclusive answer 'no'
I11:ME,expC_held_neg_licence,Z_other,impact_dimension,agent_failure,no,0.65,0.75,3,True,False,no,True,uncategorised,no evidence in the search snippets indicates that any montenegrin public body has developed a systematic way of classifying reuse cases; montenegro was classified as a 'beginner' in open data maturity,   
I14:ME,expC_held_neg_licence,Z_other,impact_dimension,accepted_by_adjudicator,inconclusive,0.72,0.7,3,True,False,no,True,uncategorised,"the search snippets describe montenegro's open data infrastructure and potential but do not provide a specific, verifiable reuse case demonstrating actual impact on transparency and accountability of ",   
I17:ME,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.55 < 0.65,the search snippets show montenegro is classified as a 'beginner' in open data maturity (ranked 31/34 in 2022) with no evidence of research studies or impact assessments quantifying the effects of ope,   
I18:ME,expC_held_neg_licence,G_below_confidence_floor,impact_dimension,accepted_by_adjudicator,inconclusive,0.62,0.7,3,True,False,no,True,best researcher answer_confidence 0.52 < 0.65,"the search snippets do not provide any evidence of a specific open data reuse case in montenegro that demonstrates social impact on reducing inequality or better including minorities, migrants, or ref",   low answer_confidence (0.45) for non-inconclusive answer 'no'
